Job ID,Agency,Posting Type,Number Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
235792,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Action Center Referral Specialist, Neighborhood Health Action Centers/Center for Health Equity",COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,161-169 East 110 Street,District Public Health Harlem, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235793,LAW DEPARTMENT,Internal,1,Law Student,STUDENT LEGAL SPECIALIST,5072,0,35213,40495,Annual,"60 Lafayette St., N.Y.",Family Court: New York,This is a full time position of 35 hours per week., ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,3/31/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235793,LAW DEPARTMENT,External,1,Law Student,STUDENT LEGAL SPECIALIST,5072,0,35213,40495,Annual,"60 Lafayette St., N.Y.",Family Court: New York,This is a full time position of 35 hours per week., ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,3/31/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235795,DEPT OF INFO TECH & TELECOMM,Internal,1,Timekeeping Associate,COMMUNITY ASSOCIATE,56057,0,34644,40000,Annual,75 Park Place New York Ny,Human Resources,Day,"Manhattan, NY",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235683,DEPARTMENT OF CORRECTION,External,1,Policy Analyst for Special Projects & Governmental Affairs,ADMINISTRATIVE STAFF ANALYST (,1002A,0,61031,70000,Annual,75-20 Astoria Blvd,General Counsel, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,3/30/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235683,DEPARTMENT OF CORRECTION,Internal,1,Policy Analyst for Special Projects & Governmental Affairs,ADMINISTRATIVE STAFF ANALYST (,1002A,0,61031,70000,Annual,75-20 Astoria Blvd,General Counsel, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,3/30/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235684,DEPT. OF HOMELESS SERVICES,External,2,HOME-STAT Program Analyst,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,"33 Beaver St, New York Ny",Street Homelessness Solution,"Monday â€“ Friday, 9am â€“ 5pm",To Be Determined,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/30/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235684,DEPT. OF HOMELESS SERVICES,Internal,2,HOME-STAT Program Analyst,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,"33 Beaver St, New York Ny",Street Homelessness Solution,"Monday â€“ Friday, 9am â€“ 5pm",To Be Determined,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/30/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235796,LAW DEPARTMENT,Internal,2,Paralegal Aide,PARALEGAL AIDE,30080,2,39041,54633,Annual,"100 Church St., N.Y.",Special Federal Litigation-F, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,3/31/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235796,LAW DEPARTMENT,Internal,2,Paralegal Aide,PARALEGAL AIDE,30080,2,39041,54633,Annual,"100 Church St., N.Y.",Special Federal Litigation-F, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,3/31/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235797,ADMIN FOR CHILDREN'S SVCS,Internal,2,MCCU Supervisors,ADMINISTRATIVE DIRECTOR OF SOC,10056,M1,53051,145991,Annual,110 William St. N Y,DYFJ Central, , ,,New York City Residency is not required for this position,3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235797,ADMIN FOR CHILDREN'S SVCS,External,2,MCCU Supervisors,ADMINISTRATIVE DIRECTOR OF SOC,10056,M1,53051,145991,Annual,110 William St. N Y,DYFJ Central, , ,,New York City Residency is not required for this position,3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235798,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Action Center Navigator, Neighborhood Health Action Centers/Center for Health Equity",COMMUNITY ASSISTANT,56056,0,29391,38131,Annual,485 Throop Ave Brooklyn,District Public Health Brklyn, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235685,DEPT OF HEALTH/MENTAL HYGIENE,External,33,"Inspector, Bureau of Environmental Sciences and Engineering",SCIENTIST (WATER ECOLOGY),21538,2,47839,70058,Annual,42-09 28th Street,Public Health Engineering, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235685,DEPT OF HEALTH/MENTAL HYGIENE,Internal,33,"Inspector, Bureau of Environmental Sciences and Engineering",SCIENTIST (WATER ECOLOGY),21538,2,47839,70058,Annual,42-09 28th Street,Public Health Engineering, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235689,DEPT OF INFO TECH & TELECOMM,External,1,Senior Application Developer,CERT IT DEVELOPER (APP),13643,3,83323,115000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.", ,,New York City Residency is not required for this position,3/17/2016 0:00,,3/17/2016 0:00,3/22/2016 0:00
235798,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Action Center Navigator, Neighborhood Health Action Centers/Center for Health Equity",COMMUNITY ASSISTANT,56056,0,29391,38131,Annual,485 Throop Ave Brooklyn,District Public Health Brklyn, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235799,DEPARTMENT OF CORRECTION,Internal,1,Health Services Coordinator,HEALTH SERVICES MANAGER,10069,M1,57210,75000,Annual,75-20 Astoria Blvd,Health Affairs, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235799,DEPARTMENT OF CORRECTION,External,1,Health Services Coordinator,HEALTH SERVICES MANAGER,10069,M1,57210,75000,Annual,75-20 Astoria Blvd,Health Affairs, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235800,DEPT. OF HOMELESS SERVICES,Internal,1,HOME-STAT Supervisor,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,"33 Beaver St, New York Ny",Street Homelessness Solution,*See Below,To Be Determined,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,3/24/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235689,DEPT OF INFO TECH & TELECOMM,Internal,1,Senior Application Developer,CERT IT DEVELOPER (APP),13643,3,83323,115000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.", ,,New York City Residency is not required for this position,3/17/2016 0:00,,3/17/2016 0:00,3/22/2016 0:00
235694,DEPT. OF HOMELESS SERVICES,Internal,1,Director of HOME-STAT,ADMINISTRATIVE COMMUNITY RELAT,10022,M4,73144,188733,Annual,"33 Beaver St, New York Ny",Managerial,"Monday â€“ Friday,  9am-5pm",To BE Determined,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,3/30/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
